org,repo,pull_number,instance_id,base_commit,reported_total_in_problem_statement,parsed_total_from_problem_statement,missing_count_raw,additional_count_filtered_by_basename,updated_missing_count,Score,Value
catchorg,Catch2,2849,catchorg__Catch2_2849_17,7ce35799767de7b9c6ba836c72e479c5f70219a3,13,13,13,6,7,0.538461538,0.538461538
catchorg,Catch2,2849,catchorg__Catch2_2849_18,7ce35799767de7b9c6ba836c72e479c5f70219a3,7,7,7,1,6,0.857142857,0.857142857
catchorg,Catch2,2849,catchorg__Catch2_2849_19,7ce35799767de7b9c6ba836c72e479c5f70219a3,9,9,9,1,8,0.888888889,0.888888889
catchorg,Catch2,2849,catchorg__Catch2_2849_20,7ce35799767de7b9c6ba836c72e479c5f70219a3,2,2,2,0,2,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_21,7ce35799767de7b9c6ba836c72e479c5f70219a3,17,17,17,6,11,0.647058824,0.647058824
catchorg,Catch2,2849,catchorg__Catch2_2849_22,7ce35799767de7b9c6ba836c72e479c5f70219a3,9,9,0,2,0,0,-0.222222222
catchorg,Catch2,2849,catchorg__Catch2_2849_23,7ce35799767de7b9c6ba836c72e479c5f70219a3,4,4,4,2,2,0.5,0.5
catchorg,Catch2,2849,catchorg__Catch2_2849_24,7ce35799767de7b9c6ba836c72e479c5f70219a3,10,10,10,0,10,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_25,7ce35799767de7b9c6ba836c72e479c5f70219a3,10,10,10,2,8,0.8,0.8
catchorg,Catch2,2849,catchorg__Catch2_2849_26,7ce35799767de7b9c6ba836c72e479c5f70219a3,17,17,17,11,6,0.352941176,0.352941176
catchorg,Catch2,2849,catchorg__Catch2_2849_27,7ce35799767de7b9c6ba836c72e479c5f70219a3,6,6,6,7,0,0,-0.166666667
catchorg,Catch2,2849,catchorg__Catch2_2849_28,7ce35799767de7b9c6ba836c72e479c5f70219a3,16,16,16,5,11,0.6875,0.6875
catchorg,Catch2,2849,catchorg__Catch2_2849_29,7ce35799767de7b9c6ba836c72e479c5f70219a3,22,20,20,15,5,0.25,0.25
catchorg,Catch2,2849,catchorg__Catch2_2849_30,7ce35799767de7b9c6ba836c72e479c5f70219a3,8,8,8,0,8,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_31,7ce35799767de7b9c6ba836c72e479c5f70219a3,2,2,2,0,2,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_32,7ce35799767de7b9c6ba836c72e479c5f70219a3,10,10,10,4,6,0.6,0.6
catchorg,Catch2,2849,catchorg__Catch2_2849_33,7ce35799767de7b9c6ba836c72e479c5f70219a3,6,6,6,1,5,0.833333333,0.833333333
catchorg,Catch2,2849,catchorg__Catch2_2849_34,7ce35799767de7b9c6ba836c72e479c5f70219a3,9,9,0,0,0,0,0
catchorg,Catch2,2849,catchorg__Catch2_2849_35,7ce35799767de7b9c6ba836c72e479c5f70219a3,5,5,5,9,0,0,-0.8
catchorg,Catch2,2849,catchorg__Catch2_2849_36,7ce35799767de7b9c6ba836c72e479c5f70219a3,8,8,8,2,6,0.75,0.75
catchorg,Catch2,2849,catchorg__Catch2_2849_37,7ce35799767de7b9c6ba836c72e479c5f70219a3,12,12,12,6,6,0.5,0.5
catchorg,Catch2,2849,catchorg__Catch2_2849_38,7ce35799767de7b9c6ba836c72e479c5f70219a3,8,8,8,4,4,0.5,0.5
catchorg,Catch2,2849,catchorg__Catch2_2849_39,7ce35799767de7b9c6ba836c72e479c5f70219a3,41,20,20,32,0,0,-0.6
catchorg,Catch2,2849,catchorg__Catch2_2849_40,7ce35799767de7b9c6ba836c72e479c5f70219a3,7,7,5,0,5,0.714285714,0.714285714
catchorg,Catch2,2849,catchorg__Catch2_2849_41,7ce35799767de7b9c6ba836c72e479c5f70219a3,22,20,0,2,0,0,-0.1
catchorg,Catch2,2849,catchorg__Catch2_2849_42,7ce35799767de7b9c6ba836c72e479c5f70219a3,2,2,2,0,2,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_43,7ce35799767de7b9c6ba836c72e479c5f70219a3,9,9,9,3,6,0.666666667,0.666666667
catchorg,Catch2,2849,catchorg__Catch2_2849_44,7ce35799767de7b9c6ba836c72e479c5f70219a3,1,1,1,0,1,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_45,7ce35799767de7b9c6ba836c72e479c5f70219a3,47,20,20,24,0,0,-0.2
catchorg,Catch2,2849,catchorg__Catch2_2849_46,7ce35799767de7b9c6ba836c72e479c5f70219a3,3,3,3,2,1,0.333333333,0.333333333
catchorg,Catch2,2849,catchorg__Catch2_2849_47,7ce35799767de7b9c6ba836c72e479c5f70219a3,25,19,19,8,11,0.578947368,0.578947368
catchorg,Catch2,2849,catchorg__Catch2_2849_48,7ce35799767de7b9c6ba836c72e479c5f70219a3,4,4,4,6,0,0,-0.5
catchorg,Catch2,2849,catchorg__Catch2_2849_49,7ce35799767de7b9c6ba836c72e479c5f70219a3,56,20,20,40,0,0,-1
catchorg,Catch2,2849,catchorg__Catch2_2849_50,7ce35799767de7b9c6ba836c72e479c5f70219a3,3,3,3,0,3,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_51,7ce35799767de7b9c6ba836c72e479c5f70219a3,7,7,7,6,1,0.142857143,0.142857143
catchorg,Catch2,2849,catchorg__Catch2_2849_52,7ce35799767de7b9c6ba836c72e479c5f70219a3,27,20,20,23,0,0,-0.15
catchorg,Catch2,2849,catchorg__Catch2_2849_53,7ce35799767de7b9c6ba836c72e479c5f70219a3,6,5,5,2,3,0.6,0.6
catchorg,Catch2,2849,catchorg__Catch2_2849_54,7ce35799767de7b9c6ba836c72e479c5f70219a3,10,10,0,0,0,0,0
catchorg,Catch2,2849,catchorg__Catch2_2849_55,7ce35799767de7b9c6ba836c72e479c5f70219a3,9,9,7,1,6,0.666666667,0.666666667
catchorg,Catch2,2849,catchorg__Catch2_2849_56,7ce35799767de7b9c6ba836c72e479c5f70219a3,9,9,8,3,5,0.555555556,0.555555556
catchorg,Catch2,2849,catchorg__Catch2_2849_57,7ce35799767de7b9c6ba836c72e479c5f70219a3,7,7,7,0,7,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_58,7ce35799767de7b9c6ba836c72e479c5f70219a3,23,20,19,11,8,0.4,0.4
catchorg,Catch2,2849,catchorg__Catch2_2849_59,7ce35799767de7b9c6ba836c72e479c5f70219a3,3,3,3,0,3,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_60,7ce35799767de7b9c6ba836c72e479c5f70219a3,23,20,20,15,5,0.25,0.25
catchorg,Catch2,2849,catchorg__Catch2_2849_61,7ce35799767de7b9c6ba836c72e479c5f70219a3,9,9,9,6,3,0.333333333,0.333333333
catchorg,Catch2,2849,catchorg__Catch2_2849_62,7ce35799767de7b9c6ba836c72e479c5f70219a3,9,9,0,0,0,0,0
catchorg,Catch2,2849,catchorg__Catch2_2849_63,7ce35799767de7b9c6ba836c72e479c5f70219a3,10,10,10,1,9,0.9,0.9
catchorg,Catch2,2849,catchorg__Catch2_2849_64,7ce35799767de7b9c6ba836c72e479c5f70219a3,15,14,14,6,8,0.571428571,0.571428571
catchorg,Catch2,2849,catchorg__Catch2_2849_65,7ce35799767de7b9c6ba836c72e479c5f70219a3,5,5,5,0,5,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_66,7ce35799767de7b9c6ba836c72e479c5f70219a3,6,6,4,1,3,0.5,0.5
catchorg,Catch2,2849,catchorg__Catch2_2849_67,7ce35799767de7b9c6ba836c72e479c5f70219a3,4,4,4,0,4,1,1
catchorg,Catch2,2849,catchorg__Catch2_2849_68,7ce35799767de7b9c6ba836c72e479c5f70219a3,130,20,20,113,0,0,-4.65
catchorg,Catch2,2849,catchorg__Catch2_2849_69,7ce35799767de7b9c6ba836c72e479c5f70219a3,15,15,0,0,0,0,0
simdjson,simdjson,2178,simdjson__simdjson_2178_139,bf7834179c1f8fc523c9fd73d29b46348ae1d576,124,20,0,102,0,0,-5.1
simdjson,simdjson,2178,simdjson__simdjson_2178_140,bf7834179c1f8fc523c9fd73d29b46348ae1d576,119,18,18,113,0,0,-5.277777778
simdjson,simdjson,2178,simdjson__simdjson_2178_141,bf7834179c1f8fc523c9fd73d29b46348ae1d576,16,16,14,0,14,0.875,0.875
simdjson,simdjson,2178,simdjson__simdjson_2178_142,bf7834179c1f8fc523c9fd73d29b46348ae1d576,33,20,19,15,4,0.2,0.2
simdjson,simdjson,2178,simdjson__simdjson_2178_143,bf7834179c1f8fc523c9fd73d29b46348ae1d576,14,14,3,1,2,0.142857143,0.142857143
simdjson,simdjson,2178,simdjson__simdjson_2178_144,bf7834179c1f8fc523c9fd73d29b46348ae1d576,9,9,9,6,3,0.333333333,0.333333333
simdjson,simdjson,2178,simdjson__simdjson_2178_145,bf7834179c1f8fc523c9fd73d29b46348ae1d576,35,20,19,2,17,0.85,0.85
simdjson,simdjson,2178,simdjson__simdjson_2178_146,bf7834179c1f8fc523c9fd73d29b46348ae1d576,88,20,18,105,0,0,-4.35
simdjson,simdjson,2178,simdjson__simdjson_2178_147,bf7834179c1f8fc523c9fd73d29b46348ae1d576,27,20,20,3,17,0.85,0.85
nlohmann,json,4537,nlohmann__json_4537_70,e6cafa573aac6ed9227f752a5371c0b3f436307d,46,20,0,26,0,0,-1.3
nlohmann,json,4537,nlohmann__json_4537_71,e6cafa573aac6ed9227f752a5371c0b3f436307d,12,12,0,0,0,0,0
nlohmann,json,4537,nlohmann__json_4537_72,e6cafa573aac6ed9227f752a5371c0b3f436307d,5,5,5,2,3,0.6,0.6
nlohmann,json,4537,nlohmann__json_4537_73,e6cafa573aac6ed9227f752a5371c0b3f436307d,7,7,7,4,3,0.428571429,0.428571429
nlohmann,json,4537,nlohmann__json_4537_74,e6cafa573aac6ed9227f752a5371c0b3f436307d,32,20,20,0,20,1,1
nlohmann,json,4537,nlohmann__json_4537_75,e6cafa573aac6ed9227f752a5371c0b3f436307d,62,20,20,0,20,1,1
nlohmann,json,4537,nlohmann__json_4537_76,e6cafa573aac6ed9227f752a5371c0b3f436307d,9,9,9,70,0,0,-6.777777778
nlohmann,json,4537,nlohmann__json_4537_77,e6cafa573aac6ed9227f752a5371c0b3f436307d,9,9,9,0,9,1,1
nlohmann,json,4537,nlohmann__json_4537_78,e6cafa573aac6ed9227f752a5371c0b3f436307d,301,20,20,0,20,1,1
nlohmann,json,4537,nlohmann__json_4537_79,e6cafa573aac6ed9227f752a5371c0b3f436307d,13,13,12,28,0,0,-1.230769231
nlohmann,json,4537,nlohmann__json_4537_80,e6cafa573aac6ed9227f752a5371c0b3f436307d,9,9,9,5,4,0.444444444,0.444444444
nlohmann,json,4537,nlohmann__json_4537_81,e6cafa573aac6ed9227f752a5371c0b3f436307d,62,20,20,45,0,0,-1.25
nlohmann,json,4537,nlohmann__json_4537_82,e6cafa573aac6ed9227f752a5371c0b3f436307d,6,5,0,0,0,0,0
nlohmann,json,4537,nlohmann__json_4537_83,e6cafa573aac6ed9227f752a5371c0b3f436307d,5,5,5,5,0,0,0
nlohmann,json,4537,nlohmann__json_4537_84,e6cafa573aac6ed9227f752a5371c0b3f436307d,12,12,12,7,5,0.416666667,0.416666667
nlohmann,json,4537,nlohmann__json_4537_85,e6cafa573aac6ed9227f752a5371c0b3f436307d,16,16,16,4,12,0.75,0.75
nlohmann,json,4537,nlohmann__json_4537_86,e6cafa573aac6ed9227f752a5371c0b3f436307d,4,4,4,4,0,0,0
nlohmann,json,4537,nlohmann__json_4537_87,e6cafa573aac6ed9227f752a5371c0b3f436307d,71,20,0,51,0,0,-2.55
nlohmann,json,4537,nlohmann__json_4537_88,e6cafa573aac6ed9227f752a5371c0b3f436307d,8,8,0,0,0,0,0
nlohmann,json,4537,nlohmann__json_4537_89,e6cafa573aac6ed9227f752a5371c0b3f436307d,158,20,0,138,0,0,-6.9
nlohmann,json,4537,nlohmann__json_4537_90,e6cafa573aac6ed9227f752a5371c0b3f436307d,1,1,0,0,0,0,0
nlohmann,json,4537,nlohmann__json_4537_91,e6cafa573aac6ed9227f752a5371c0b3f436307d,137,20,0,117,0,0,-5.85
nlohmann,json,4537,nlohmann__json_4537_92,e6cafa573aac6ed9227f752a5371c0b3f436307d,4,4,3,2,1,0.25,0.25
nlohmann,json,4537,nlohmann__json_4537_93,e6cafa573aac6ed9227f752a5371c0b3f436307d,59,20,18,53,0,0,-1.75
nlohmann,json,4537,nlohmann__json_4537_94,e6cafa573aac6ed9227f752a5371c0b3f436307d,69,20,20,53,0,0,-1.65
nlohmann,json,4537,nlohmann__json_4537_95,e6cafa573aac6ed9227f752a5371c0b3f436307d,1,1,1,0,1,1,1
nlohmann,json,4537,nlohmann__json_4537_96,e6cafa573aac6ed9227f752a5371c0b3f436307d,82,20,19,92,0,0,-3.65
nlohmann,json,4537,nlohmann__json_4537_97,e6cafa573aac6ed9227f752a5371c0b3f436307d,77,20,20,58,0,0,-1.9
nlohmann,json,4537,nlohmann__json_4537_98,e6cafa573aac6ed9227f752a5371c0b3f436307d,10,10,10,0,10,1,1
nlohmann,json,4537,nlohmann__json_4537_99,e6cafa573aac6ed9227f752a5371c0b3f436307d,6,6,6,30,0,0,-4
nlohmann,json,4537,nlohmann__json_4537_100,e6cafa573aac6ed9227f752a5371c0b3f436307d,227,18,0,208,0,0,-11.55555556
nlohmann,json,4537,nlohmann__json_4537_101,e6cafa573aac6ed9227f752a5371c0b3f436307d,214,20,20,187,0,0,-8.35
nlohmann,json,4537,nlohmann__json_4537_102,e6cafa573aac6ed9227f752a5371c0b3f436307d,69,20,20,57,0,0,-1.85
nlohmann,json,4537,nlohmann__json_4537_103,e6cafa573aac6ed9227f752a5371c0b3f436307d,8,8,8,5,3,0.375,0.375
nlohmann,json,4537,nlohmann__json_4537_104,e6cafa573aac6ed9227f752a5371c0b3f436307d,2,2,2,4,0,0,-1
nlohmann,json,4537,nlohmann__json_4537_105,e6cafa573aac6ed9227f752a5371c0b3f436307d,10,7,6,6,0,0,0
nlohmann,json,4537,nlohmann__json_4537_106,e6cafa573aac6ed9227f752a5371c0b3f436307d,51,20,3,33,0,0,-1.5
nlohmann,json,4537,nlohmann__json_4537_107,e6cafa573aac6ed9227f752a5371c0b3f436307d,55,20,20,48,0,0,-1.4
nlohmann,json,4537,nlohmann__json_4537_108,e6cafa573aac6ed9227f752a5371c0b3f436307d,52,20,20,57,0,0,-1.85
nlohmann,json,4537,nlohmann__json_4537_109,e6cafa573aac6ed9227f752a5371c0b3f436307d,23,16,15,8,7,0.4375,0.4375
nlohmann,json,4537,nlohmann__json_4537_110,e6cafa573aac6ed9227f752a5371c0b3f436307d,5,5,5,3,2,0.4,0.4
nlohmann,json,4537,nlohmann__json_4537_111,e6cafa573aac6ed9227f752a5371c0b3f436307d,140,20,19,134,0,0,-5.75
nlohmann,json,4537,nlohmann__json_4537_112,e6cafa573aac6ed9227f752a5371c0b3f436307d,44,20,20,43,0,0,-1.15
nlohmann,json,4537,nlohmann__json_4537_113,e6cafa573aac6ed9227f752a5371c0b3f436307d,5,5,0,0,0,0,0
nlohmann,json,4537,nlohmann__json_4537_114,e6cafa573aac6ed9227f752a5371c0b3f436307d,9,9,9,9,0,0,0
nlohmann,json,4537,nlohmann__json_4537_115,e6cafa573aac6ed9227f752a5371c0b3f436307d,27,20,0,7,0,0,-0.35
nlohmann,json,4537,nlohmann__json_4537_116,e6cafa573aac6ed9227f752a5371c0b3f436307d,110,17,17,63,0,0,-2.705882353
nlohmann,json,4537,nlohmann__json_4537_117,e6cafa573aac6ed9227f752a5371c0b3f436307d,222,20,0,209,0,0,-10.45
nlohmann,json,4537,nlohmann__json_4537_118,e6cafa573aac6ed9227f752a5371c0b3f436307d,268,18,0,238,0,0,-13.22222222
nlohmann,json,4537,nlohmann__json_4537_119,e6cafa573aac6ed9227f752a5371c0b3f436307d,6,6,6,1,5,0.833333333,0.833333333
nlohmann,json,4537,nlohmann__json_4537_120,e6cafa573aac6ed9227f752a5371c0b3f436307d,50,20,18,64,0,0,-2.3
nlohmann,json,4537,nlohmann__json_4537_121,e6cafa573aac6ed9227f752a5371c0b3f436307d,17,17,17,10,7,0.411764706,0.411764706
nlohmann,json,4537,nlohmann__json_4537_122,e6cafa573aac6ed9227f752a5371c0b3f436307d,556,19,0,542,0,0,-28.52631579
nlohmann,json,4537,nlohmann__json_4537_123,e6cafa573aac6ed9227f752a5371c0b3f436307d,13,13,0,0,0,0,0
nlohmann,json,4537,nlohmann__json_4537_124,e6cafa573aac6ed9227f752a5371c0b3f436307d,116,20,0,99,0,0,-4.95
nlohmann,json,4537,nlohmann__json_4537_125,e6cafa573aac6ed9227f752a5371c0b3f436307d,8,8,0,0,0,0,0
nlohmann,json,4537,nlohmann__json_4537_126,e6cafa573aac6ed9227f752a5371c0b3f436307d,62,20,0,42,0,0,-2.1
nlohmann,json,4537,nlohmann__json_4537_127,e6cafa573aac6ed9227f752a5371c0b3f436307d,600,6,5,537,0,0,-88.66666667
nlohmann,json,4537,nlohmann__json_4537_128,e6cafa573aac6ed9227f752a5371c0b3f436307d,22,20,20,4,16,0.8,0.8
nlohmann,json,4537,nlohmann__json_4537_129,e6cafa573aac6ed9227f752a5371c0b3f436307d,102,20,0,82,0,0,-4.1
nlohmann,json,4537,nlohmann__json_4537_130,e6cafa573aac6ed9227f752a5371c0b3f436307d,138,20,20,146,0,0,-6.3
nlohmann,json,4537,nlohmann__json_4537_131,e6cafa573aac6ed9227f752a5371c0b3f436307d,126,20,18,94,0,0,-3.8
nlohmann,json,4537,nlohmann__json_4537_132,e6cafa573aac6ed9227f752a5371c0b3f436307d,2,2,2,0,2,1,1
nlohmann,json,4537,nlohmann__json_4537_133,e6cafa573aac6ed9227f752a5371c0b3f436307d,15,15,15,2,13,0.866666667,0.866666667
nlohmann,json,4537,nlohmann__json_4537_134,e6cafa573aac6ed9227f752a5371c0b3f436307d,54,20,1,53,0,0,-2.6
nlohmann,json,4537,nlohmann__json_4537_135,e6cafa573aac6ed9227f752a5371c0b3f436307d,14,14,0,0,0,0,0
nlohmann,json,4537,nlohmann__json_4537_136,e6cafa573aac6ed9227f752a5371c0b3f436307d,4,4,0,0,0,0,0
nlohmann,json,4537,nlohmann__json_4537_137,e6cafa573aac6ed9227f752a5371c0b3f436307d,160,20,19,133,0,0,-5.7
nlohmann,json,4537,nlohmann__json_4537_138,e6cafa573aac6ed9227f752a5371c0b3f436307d,21,20,0,1,0,0,-0.05
,,,,,,,,,,0.363070886,-1.494100796
